Project Number,Zip Code,Sector,Purchase Type,Application_Month,Project Status,Total Inverter Quantity,Total PV Module Quantity,Hardware Cost,Labor Cost,misc cost,$Incentive,Total Nameplate kW DC,Expected kWh Annual Production,
299112,10566,Residential,Lease,8,Pipeline,1,23,8285.396,3550.884,11836.28,721,7.36,4452,23672.56
296804,10566,Residential,Lease,7,Pipeline,1,22,14722.396,4529.968,3397.476,972,7.04,6056,22649.84
287842,10566,Residential,Lease,26,Complete,23,23,13445.25,2275.35,4964.4,782,7.82,4904,20685
301839,10566,Residential,Lease,7,Pipeline,18,18,6960.72,3212.64,7674.64,1224,6.12,6180,17848
283279,10566,Residential,Purchase,18,Complete,1,24,9020,3116,4264,1632,8.16,8545,16400
300762,10566,Residential,Purchase,2,Pipeline,1,12,10620,1622.5,2507.5,768,3.84,3639,14750
296388,10566,Residential,Power Purchase Agreement,24,Complete,11,11,4725.4934,1528.8361,7644.1805,770,3.85,4223,13898.51
306299,10566,Residential,Lease,4,Pipeline,1,14,4437.44,1802.71,7626.85,952,4.76,5696,13867
315734,10566,Residential,Lease,25,Pipeline,1,15,4227.84,1585.44,7398.72,1020,5.1,6167,13212
288377,10566,Residential,Lease,29,Complete,11,11,1883.94,2105.58,7092.48,396,3.41,2466,11082
278881,10566,Residential,Lease,12,Complete,9,9,7525,1720,1505,621,3.11,3251,10750
297312,10566,Residential,Lease,17,Pipeline,8,8,1333.5,1714.5,6477,504,2.52,2184,9525
301484,10567,Residential,Purchase,6,Pipeline,36,36,,17667.194,49468.1432,2952,14.76,13890,88335.97
260378,10567,Residential,Power Purchase Agreement,26,Pipeline,2,58,19624.3608,11893.552,27949.8472,1299,18.56,8146,59467.76
296917,10567,Residential,Power Purchase Agreement,23,Pipeline,2,56,9761.7944,7464.9016,40195.624,1183,17.92,7420,57422.32
308700,10567,Residential,Lease,25,Pipeline,2,54,32056.686,11247.96,12935.154,1860,17.55,11522,56239.8
280789,10567,Residential,Power Purchase Agreement,29,Complete,2,47,21698.028,5303.9624,21215.8496,2015,15.04,12606,48217.84
301738,10567,Residential,Power Purchase Agreement,12,Pipeline,2,41,30719.5096,5470.5976,5891.4128,1155,13.12,7603,42081.52
310608,10567,Residential,Purchase,14,Pipeline,34,34,33306.4,4995.96,3330.64,1719,13.43,11275,41633
275717,10567,Residential,Power Purchase Agreement,14,Pipeline,39,39,10164.8275,5285.7103,25208.7722,1546,12.68,9687,40659.31
314689,10567,Residential,Purchase,22,Pipeline,26,26,5593.224,4394.676,29963.7,2028,10.14,10296,39951.6
311713,10567,Residential,Purchase,8,Pipeline,23,23,18360,3400,12240,897,8.97,5920,34000
284038,10567,Residential,Purchase,6,Pipeline,20,20,22923.5548,6067.9998,4719.5554,1640,8.2,9834,33711.11
287812,10567,Residential,Lease,29,Complete,39,39,3871.2,5484.2,22904.6,1668,13.46,11026,32260
296503,10567,Residential,Lease,12,Complete,2,38,21460.46,3627.12,5138.42,2584,12.92,12062,30226
311963,10567,Residential,Purchase,10,Pipeline,24,24,21146.64,4345.2,3476.16,1664,8.32,7779,28968
312436,10567,Residential,Lease,10,Pipeline,2,27,19151.28,5430.96,4001.76,1102,9.18,6917,28584
310170,10567,Residential,Purchase,8,Pipeline,15,15,13396.11,2733.9,11208.99,1200,6,6466,27339
295569,10567,Residential,Power Purchase Agreement,23,Pipeline,1,26,7754.8088,5348.144,13637.7672,1664,8.32,7212,26740.72
303165,10567,Residential,Lease,16,Pipeline,32,32,3928.7,4159.8,15021.5,2272,11.36,12261,23110
287751,10567,Residential,Power Purchase Agreement,5,Pipeline,1,22,8606.9392,2491.4824,11551.4184,746,7.04,4660,22649.84
300396,10567,Residential,Lease,31,Pipeline,1,22,5784.21,3213.45,12425.34,883,7.48,5502,21423
298675,10567,Residential,Purchase,9,Complete,1,26,5152.3343,3020.3339,9594.0018,1078,8.84,7087,17766.67
283245,10567,Residential,Purchase,5,Complete,30,30,6401,3287,7612,2040,10.2,9517,17300
311175,10567,Residential,Lease,4,Pipeline,1,16,11067.672,2850.764,2850.764,1040,5.2,5024,16769.2
299890,10567,Residential,Lease,30,Complete,1,15,6955.65,1700.27,6801.08,694,5.1,4298,15457
288117,10567,Residential,Purchase,14,Complete,15,15,4800,2250,7950,1020,5.1,4759,15000
284301,10567,Residential,Power Purchase Agreement,15,Pipeline,1,13,2285.7112,1882.3504,9277.2984,449,4.16,2821,13445.36
311417,10567,Residential,Purchase,5,Pipeline,7,7,4675.23,1596.42,5131.35,546,2.73,3301,11403
279419,10567,Residential,Power Purchase Agreement,15,Pipeline,10,10,2905.616,1141.492,6330.092,307,3.2,1923,10377.2
308267,10567,Non-Residential,Lease,3,Pipeline,5,1439,661770,490200,1299030,383853,697.92,787583,2451000
293909,10567,Non-Residential,Lease,1,Pipeline,6,660,248020.2972,103341.7905,337583.1823,85140,283.8,334203,688945.27
301861,10570,Residential,Purchase,7,Pipeline,2,30,27019.44,6504.68,16511.88,2100,10.5,11048,50036
275694,10570,Residential,Power Purchase Agreement,23,Pipeline,37,37,9117.7536,4558.8768,24314.0096,710,11.84,4697,37990.64
312478,10570,Residential,Lease,10,Pipeline,2,40,18059.6,6946,9724.4,2720,13.6,13507,34730
314931,10570,Residential,Purchase,22,Pipeline,1,19,24194.1224,3923.3712,4577.2664,1292,6.46,7131,32694.76
310621,10570,Residential,Purchase,23,Pipeline,29,29,20587.68,5146.92,2859.4,1972,9.86,9265,28594
302883,10570,Residential,Purchase,16,Complete,24,24,8474.24,3972.3,14035.46,1632,8.16,9866,26482
291977,10573,Residential,Purchase,24,Pipeline,1,34,28733.5152,9946.2168,16577.028,2312,11.56,12046,55256.76
265198,10573,Residential,Purchase,12,Pipeline,26,26,21535.26,7600.68,13090.06,1872,9.36,11071,42226
295275,10573,Residential,Purchase,6,Pipeline,28,28,24711.96,7573.02,7573.02,2184,10.92,11665,39858
311428,10573,Residential,Purchase,8,Pipeline,2,35,8700,3828,22272,2555,12.78,14438,34800
310275,10573,Residential,Power Purchase Agreement,26,Pipeline,24,24,24093.216,3255.84,5209.344,1824,9.12,9174,32558.4
288290,10573,Residential,Purchase,13,Pipeline,8,8,3820.08,6048.46,21965.46,576,2.88,2952,31834
302529,10573,Residential,Purchase,14,Pipeline,20,20,19215,3150,9135,1560,7.8,9061,31500
312659,10573,Residential,Lease,11,Pipeline,1,26,17560.256,4703.64,9093.704,1820,9.1,8528,31357.6
305792,10573,Residential,Lease,1,Pipeline,2,29,5663.6872,4769.4208,19375.772,1262,9.28,8331,29808.88
294716,10573,Residential,Power Purchase Agreement,4,Complete,25,25,13269.3795,5602.6269,10615.5036,1138,8.5,7283,29487.51
312801,10573,Residential,Power Purchase Agreement,14,Pipeline,24,24,8784.384,4941.216,13725.6,1113,9.12,7330,27451.2
296553,10573,Residential,Lease,17,Pipeline,29,29,21408.8,4549.37,802.83,1282,9.86,8414,26761
310259,10573,Residential,Power Purchase Agreement,26,Pipeline,19,19,12114.438,4639.572,9021.39,1444,7.22,7306,25775.4
312622,10573,Residential,Purchase,14,Pipeline,22,22,3271.19,4277.71,17614.1,1650,8.25,8782,25163
315723,10573,Residential,Lease,25,Pipeline,1,26,5013.96,3103.88,15758.16,1768,8.84,8293,23876
297207,10573,Residential,Purchase,17,Pipeline,15,15,4189.5,3790.5,11970,1050,5.25,5184,19950
287973,10573,Residential,Power Purchase Agreement,27,Complete,14,14,8537.76,2668.05,6581.19,980,4.9,4664,17787
291409,10573,Residential,Lease,10,Pipeline,10,10,4963.83,1557.28,3211.89,630,3.15,3602,9733
291410,10573,Residential,Lease,10,Pipeline,10,10,1333.5,1238.25,6953.25,422,3.15,2774,9525
290188,10577,Residential,Purchase,5,Complete,1,23,4320,2240,9440,751,7.82,4933,16000
309862,10579,Residential,Purchase,25,Complete,30,30,8452.5,4042.5,24255,3675,10.5,9495,36750
295756,10579,Residential,Purchase,10,Pipeline,1,25,3758.9926,1879.4963,11447.8411,1845,8.5,6523,17086.33
291693,10579,Residential,Purchase,12,Complete,1,12,7663,1940,97,614,4.08,2187,9700
313686,10580,Residential,Purchase,17,Pipeline,36,36,27817.6,11822.48,29903.92,1310,12.6,8578,69544
297845,10580,Residential,Purchase,21,Pipeline,2,161,35127.738,6440.0853,16978.4067,1883,9.41,10078,58546.23
291370,10580,Residential,Purchase,10,Complete,1,36,11200,5950,17850,2448,12.24,13146,35000
293933,10580,Residential,Purchase,13,Complete,20,20,6687.12,3647.52,20061.36,1104,8,7290,30396
302097,10580,Residential,Purchase,23,Pipeline,9,9,17980.7504,4716.2624,6779.6272,415,3.24,2739,29476.64
